Year,CO2 Emissions (MtCO2),Temperature Anomalies (°C)
2009,3.708,.66
2010,3.913,.73
2011,3.917,.61
2012,3.964,.65
2013,4.067,.68
2014,4.206,.75
2015,4.21,.90
2016,4.346,1.02
2017,4.536,.92
2018,4.459,.85
2019,4.521,.98
2020,3.807,1.02
2021,4.091,.85
2022,4.249,.90
1891,0.52,-.23
1892,0.579,-.28
1893,0.531,-.31
1894,0.539,-.30
1895,0.495,-.23
1896,0.579,-.12
1897,0.689,-.11
1898,0.736,-.28
1899,0.755,-.18
1900,1.0,-.09
1901,1.312,-.16
1902,1.425,-.28
1903,1.557,-.37
1904,1.718,-.48
1905,1.707,-.27
1906,1.92,-.23
1907,2.264,-.39
1908,3.77,-.43
1909,3.693,-.49
1910,4.155,-.44
1911,8.402,-.45
1912,8.632,-.37
1913,11.743,-.35
1914,10.142,-.16
1915,14.315,-.14
1916,17.184,-.36
1917,26.132,-.46
1918,30.642,-.30
1919,41.084,-.28
1920,76.237,-.28
1921,90.288,-.19
1922,85.551,-.28
1923,72.038,-.27
1924,67.872,-.27
1925,57.085,-.22
1926,44.686,-.11
1927,31.796,-.22
1928,24.083,-.20
1929,22.148,-.36
1930,20.379,-.16
1931,16.752,-.09
1932,16.195,-.16
1933,16.741,-.29
1934,18.892,-.12
1935,21.426,-.20
1936,21.961,-.15
1937,24.903,-.03
1938,24.265,.00
1939,22.664,-.02
1940,23.209,.12
1941,22.546,.19
1942,18.977,.07
1943,19.058,.09
1944,20.124,.20
1945,22.615,.09
1946,25.623,-.07
1947,29.352,-.03
1948,30.509,-.11
1949,28.959,-.11
1950,30.508,-.17
1951,34.889,-.07
1952,37.212,.01
1953,36.707,.08
1954,36.27,-.13
1955,39.662,-.14
1956,42.134,-.19
1957,49.278,.05
1958,54.008,.06
1959,58.287,.03
1960,63.052,-.03
1961,65.24,.06
1962,63.744,.03
1963,66.292,.05
1964,74.2,-.20
1965,75.168,-.11
1966,80.845,-.06
1967,90.006,-.02
1968,93.887,-.08
1969,102.176,.05
1970,113.951,.03
1971,126.187,-.08
1972,132.271,.01
1973,144.058,.16
1974,154.727,-.07
1975,164.139,-.01
1976,183.74,-.10
1977,192.394,.18
1978,222.116,.07
1979,240.259,.16
1980,267.744,.26
1981,283.707,.32
1982,303.905,.14
1983,277.566,.31
1984,276.649,.16
1985,287.371,.12
1986,293.412,.18
1987,306.022,.32
1988,305.666,.39
1989,323.48,.27
1990,317.042,.45
1991,330.133,.40
1992,332.78,.22
1993,338.067,.23
1994,351.843,.31
1995,331.143,.44
1996,341.765,.33
1997,362.68,.46
1998,381.308,.61
1999,386.27,.38
2000,391.725,.39
2001,407.731,.53
2002,410.506,.63
2003,436.18,.62
2004,438.8,.53
2005,463.644,.68
2006,474.744,.64
2007,473.748,.66
2008,473.107,.54
2009,460.417,.66
2010,456.597,.73
2011,483.405,.61
2012,501.569,.65
2013,495.485,.68
2014,484.114,.75
2015,479.52,.90
2016,479.79,1.02
2017,465.621,.92
2018,470.286,.85
2019,468.322,.98
2020,442.289,1.02
2021,468.791,.85
2022,511.972,.90
1992,0.136,.22
1993,0.143,.23
1994,0.154,.31
1995,0.18,.44
1996,0.183,.33
1997,0.194,.46
1998,0.202,.61
1999,0.191,.38
2000,0.18,.39
2001,0.165,.53
2002,0.15,.63
2003,0.161,.62
2004,0.143,.53
2005,0.117,.68
2006,0.114,.64
2007,0.132,.66
2008,0.11,.54
2009,0.147,.66
2010,0.103,.73
2011,0.117,.61
2012,0.125,.65
2013,0.136,.68
2014,0.136,.75
2015,0.143,.90
2016,0.143,1.02
2017,0.143,.92
2018,0.143,.85
2019,0.147,.98
2020,0.147,1.02
2021,0.153,.85
2022,0.151,.90
1880,0.139,-.16
1881,0.183,-.08
1882,0.154,-.11
1883,0.161,-.17
1884,0.176,-.28
1885,0.194,-.33
1886,0.136,-.31
1887,0.245,-.36
1888,0.267,-.17
1889,0.403,-.11
1890,0.366,-.35
1891,0.403,-.23
1892,0.41,-.28
1893,0.425,-.31
1894,0.392,-.30
1895,0.374,-.23
1896,0.443,-.12
1897,0.315,-.11
1898,0.524,-.28
1899,0.671,-.18
1900,1.037,-.09
1901,0.949,-.16
1902,1.048,-.28
1903,1.205,-.37
1904,1.367,-.48
1905,1.532,-.27
1906,1.583,-.23
1907,1.88,-.39
1908,1.722,-.43
1909,1.957,-.49
1910,1.883,-.44
1911,2.363,-.45
1912,2.25,-.37
1913,2.891,-.35
1914,2.836,-.16
1915,2.44,-.14
1916,2.521,-.36
1917,3.191,-.46
1918,3.906,-.30
1919,5.258,-.28
1920,6.841,-.28
1921,8.097,-.19
1922,10.237,-.28
1923,13.051,-.27
1924,15.957,-.27
1925,16.569,-.22
1926,18.067,-.11
1927,20.119,-.22
1928,21.093,-.20
1929,20.943,-.36
1930,22.896,-.16
1931,22.276,-.09
1932,24.537,-.16
1933,27.208,-.29
1934,32.352,-.12
1935,35.686,-.20
1936,39.331,-.15
1937,45.662,-.03
1938,46.182,.00
1939,52.122,-.02
1940,45.519,.12
1941,36.011,.19
1942,47.469,.07
1943,52.441,.09
1944,67.704,.20
1945,86.156,.09
1946,112.804,-.07
1947,134.073,-.03
1948,108.715,-.11
1949,41.809,-.11
1950,31.822,-.17
1951,26.167,-.07
1952,23.568,.01
1953,27.242,.08
1954,32.736,-.13
1955,50.259,-.14
1956,59.256,-.19
1957,61.77,.05
1958,67.166,.06
1959,70.768,.03
1960,90.276,-.03
1961,94.484,.06
1962,109.295,.03
1963,123.593,.05
1964,144.769,-.20
1965,172.795,-.11
1966,198.951,-.06
1967,205.539,-.02
1968,236.683,-.08
1969,268.463,.05
1970,285.36,.03
1971,334.432,-.08
1972,360.838,.01
1973,428.508,.16
1974,443.725,-.07
1975,434.455,-.01
1976,508.019,-.10
1977,534.301,.18
1978,536.268,.07
1979,569.337,.16
1980,554.36,.26
1981,552.114,.32
1982,564.116,.14
1983,594.463,.31
1984,622.45,.16
1985,670.804,.12
1986,713.667,.18
1987,729.572,.32
1988,777.182,.39
1989,821.787,.27
1990,844.409,.45
1991,932.026,.40
1992,1019.78,.22
1993,1107.107,.23
1994,1165.713,.31
1995,1127.157,.44
1996,1146.179,.33
1997,1130.706,.46
1998,1170.273,.61
1999,1258.927,.38
2000,1391.716,.39
2001,1407.256,.53
2002,1425.617,.63
2003,1518.184,.62
2004,1635.841,.53
2005,1700.282,.68
2006,1810.277,.64
2007,1803.49,.66
2008,1944.256,.54
2009,2023.191,.66
2010,2135.013,.73
2011,2180.344,.61
2012,2326.37,.65
2013,2279.893,.68
2014,2390.575,.75
2015,2507.637,.90
2016,2568.982,1.02
2017,2645.986,.92
2018,2670.25,.85
2019,2673.193,.98
2020,2521.984,1.02
2021,2640.764,.85
2022,2677.581,.90
1880,0.145,-.16
1881,0.152,-.08
1882,0.16,-.11
1883,0.183,-.17
1884,0.185,-.28
1885,0.202,-.33
1886,0.207,-.31
1887,0.219,-.36
1888,0.229,-.17
1889,0.247,-.11
1890,0.28,-.35
1891,0.308,-.23
1892,0.326,-.28
1893,0.382,-.31
1894,0.389,-.30
1895,0.447,-.23
1896,0.455,-.12
1897,0.526,-.11
1898,0.59,-.28
1899,0.685,-.18
1900,0.776,-.09
1901,0.796,-.16
1902,0.769,-.28
1903,0.752,-.37
1904,0.837,-.48
1905,0.747,-.27
1906,0.852,-.23
1907,0.955,-.39
1908,0.961,-.43
1909,1.014,-.49
1910,0.994,-.44
1911,1.031,-.45
1912,1.168,-.37
1913,1.269,-.35
1914,1.145,-.16
1915,1.051,-.14
1916,1.12,-.36
1917,1.031,-.46
1918,0.411,-.30
1919,0.351,-.28
1920,0.32,-.28
1921,0.347,-.19
1922,0.424,-.28
1923,0.468,-.27
1924,0.557,-.27
1925,0.55,-.22
1926,0.797,-.11
1927,0.991,-.22
1928,1.1,-.20
1929,1.185,-.36
1930,1.612,-.16
1931,1.936,-.09
1932,2.181,-.16
1933,2.438,-.29
1934,2.948,-.12
1935,3.337,-.20
1936,3.826,-.15
1937,3.913,-.03
1938,4.13,.00
1939,4.18,-.02
1940,5.012,.12
1941,4.404,.19
1942,2.395,.07
1943,2.499,.09
1944,3.624,.20
1945,3.837,.09
1946,4.312,-.07
1947,5.193,-.03
1948,5.528,-.11
1949,6.285,-.11
1950,7.007,-.17
1951,7.596,-.07
1952,8.136,.01
1953,8.611,.08
1954,9.408,-.13
1955,10.671,-.14
1956,11.704,-.19
1957,12.813,.05
1958,13.685,.06
1959,14.398,.03
1960,15.006,-.03
1961,15.489,.06
1962,16.273,.03
1963,17.458,.05
1964,18.573,-.20
1965,19.717,-.11
1966,20.839,-.06
1967,21.805,-.02
1968,22.43,-.08
1969,23.367,.05
1970,24.593,.03
1971,26.106,-.08
1972,27.476,.01
1973,28.654,.16
1974,29.764,-.07
1975,31.302,-.01
1976,32.504,-.10
1977,33.612,.18
1978,34.764,.07
1979,35.039,.16
1980,36.413,.26
1981,35.749,.32
1982,36.406,.14
1983,36.939,.31
1984,37.273,.16
1985,40.156,.12
1986,38.828,.18
1987,37.534,.32
1988,39.211,.39
1989,38.336,.27
1990,36.24,.45
1991,29.274,.40
1992,20.978,.22
1993,15.846,.23
1994,12.427,.31
1995,11.405,.44
1996,11.687,.33
1997,7.301,.46
1998,6.444,.61
1999,4.685,.38
2000,3.573,.39
2001,3.787,.53
2002,4.052,.63
2003,4.404,.62
2004,4.613,.53
2005,4.938,.68
2006,5.03,.64
2007,4.979,.66
2008,5.19,.54
2009,4.54,.66
2010,4.831,.73
2011,4.945,.61
2012,4.766,.65
2013,4.899,.68
2014,4.759,.75
2015,4.782,.90
2016,4.904,1.02
2017,5.221,.92
2018,5.445,.85
2019,5.495,.98
2020,5.241,1.02
2021,5.597,.85
2022,5.422,.90
1950,0.286,-.17
1951,0.293,-.07
1952,0.3,.01
1953,0.304,.08
1954,0.487,-.13
1955,0.59,-.14
1956,0.689,-.19
1957,0.762,.05
1958,1.136,.06
1959,1.345,.03
1960,1.293,-.03
1961,1.392,.06
1962,1.971,.03
1963,1.601,.05
1964,2.045,-.20
1965,1.957,-.11
1966,1.953,-.06
1967,2.151,-.02
1968,2.48,-.08
1969,2.682,.05
1970,2.847,.03
1971,3.032,-.08
1972,3.276,.01
1973,3.472,.16
1974,3.741,-.07
1975,4.055,-.01
1976,4.39,-.10
1977,4.961,.18
1978,5.764,.07
1979,6.277,.16
1980,6.855,.26
1981,6.615,.32
1982,6.712,.14
1983,6.969,.31
1984,6.425,.16
1985,8.998,.12
1986,9.595,.18
1987,10.483,.32
1988,11.493,.39
1989,10.459,.27
1990,9.791,.45
1991,11.96,.40
1992,10.943,.22
1993,9.193,.23
1994,7.865,.31
1995,7.837,.44
1996,7.935,.33
1997,7.615,.46
1998,7.622,.61
1999,7.488,.38
2000,7.432,.39
2001,7.804,.53
2002,8.197,.63
2003,7.931,.62
2004,8.501,.53
2005,8.515,.68
2006,9.281,.64
2007,11.958,.66
2008,11.918,.54
2009,13.026,.66
2010,13.772,.73
2011,21.368,.61
2012,35.0,.65
2013,43.478,.68
2014,29.626,.75
2015,23.282,.90
2016,25.629,1.02
2017,34.135,.92
2018,45.316,.85
2019,47.255,.98
2020,37.077,1.02
2021,38.257,.85
2022,37.894,.90
1885,0.0,-.33
1890,0.001,-.35
1891,0.002,-.23
1892,0.002,-.28
1893,0.003,-.31
1894,0.006,-.30
1895,0.006,-.23
1896,0.007,-.12
1897,0.005,-.11
1898,0.008,-.28
1899,0.009,-.18
1900,0.012,-.09
1901,0.013,-.16
1902,0.012,-.28
1903,0.013,-.37
1904,0.014,-.48
1905,0.016,-.27
1906,0.019,-.23
1907,0.019,-.39
1908,0.02,-.43
1909,0.021,-.49
1910,0.021,-.44
1911,0.023,-.45
1912,0.023,-.37
1913,0.063,-.35
1919,0.045,-.28
1920,0.06,-.28
1921,0.064,-.19
1922,0.093,-.28
1923,0.102,-.27
1924,0.104,-.27
1925,0.114,-.22
1926,0.111,-.11
1927,0.126,-.22
1928,0.143,-.20
1929,0.156,-.36
1930,0.147,-.16
1931,0.136,-.09
1932,0.124,-.16
1933,0.114,-.29
1934,0.119,-.12
1935,0.125,-.20
1936,0.123,-.15
1937,0.137,-.03
1938,0.13,.00
1939,0.136,-.02
1940,0.157,.12
1943,0.006,.09
1944,0.001,.20
1945,0.079,.09
1946,0.156,-.07
1947,0.218,-.03
1948,0.245,-.11
1949,0.28,-.11
1950,0.269,-.17
1951,0.255,-.07
1952,0.256,.01
1953,0.254,.08
1954,0.303,-.13
1955,0.347,-.14
1956,0.397,-.19
1957,0.431,.05
1958,0.425,.06
1959,0.487,.03
1960,0.532,-.03
1961,0.558,.06
1962,0.572,.03
1963,0.636,.05
1964,0.721,-.20
1965,0.742,-.11
1966,0.735,-.06
1967,0.743,-.02
1968,0.794,-.08
1969,0.823,.05
1970,1.076,.03
1971,1.16,-.08
1972,1.087,.01
1973,1.299,.16
1974,1.304,-.07
1975,1.361,-.01
1976,1.405,-.10
1977,1.366,.18
1978,1.526,.07
1979,1.66,.16
1980,1.633,.26
1981,1.777,.32
1982,1.632,.14
1983,1.758,.31
1984,1.854,.16
1985,1.891,.12
1986,1.975,.18
1987,1.928,.32
1988,1.989,.39
1989,1.983,.27
1990,1.962,.45
1991,1.388,.40
1992,1.483,.22
1993,1.294,.23
1994,1.257,.31
1995,1.327,.44
1996,1.553,.33
1997,1.67,.46
1998,1.758,.61
1999,1.212,.38
2000,1.521,.39
2001,1.667,.53
2002,1.766,.63
2003,1.889,.62
2004,2.041,.53
2005,1.751,.68
2006,2.063,.64
2007,2.056,.66
2008,2.605,.54
2009,1.682,.66
2010,2.422,.73
2011,2.407,.61
2012,2.213,.65
2013,2.151,.68
2014,2.107,.75
2015,2.239,.90
2016,2.015,1.02
2017,2.103,.92
2018,2.4,.85
2019,2.477,.98
2020,2.407,1.02
2021,2.305,.85
2022,2.292,.90
1962,0.004,.03
1963,0.004,.05
1964,0.007,-.20
1965,0.004,-.11
1966,0.007,-.06
1967,0.007,-.02
1968,0.007,-.08
1969,0.007,.05
1970,0.015,.03
1971,0.015,-.08
1972,0.015,.01
1973,0.015,.16
1974,0.015,-.07
1975,0.011,-.01
1976,0.011,-.10
1977,0.026,.18
1978,0.026,.07
1979,0.026,.16
1980,0.015,.26
1981,0.018,.32
1982,0.018,.14
1983,0.022,.31
1984,0.022,.16
1985,0.026,.12
1986,0.029,.18
1987,0.029,.32
1988,0.029,.39
1989,0.029,.27
1990,0.029,.45
1991,0.029,.40
1992,0.029,.22
1993,0.029,.23
1994,0.033,.31
1995,0.033,.44
1996,0.037,.33
1997,0.033,.46
1998,0.029,.61
1999,0.037,.38
2000,0.026,.39
2001,0.026,.53
2002,0.048,.63
2003,0.037,.62
2004,0.048,.53
2005,0.04,.68
2006,0.04,.64
2007,0.04,.66
2008,0.048,.54
2009,0.044,.66
2010,0.059,.73
2011,0.037,.61
2012,0.04,.65
2013,0.048,.68
2014,0.048,.75
2015,0.055,.90
2016,0.029,1.02
2017,0.029,.92
2018,0.029,.85
2019,0.022,.98
2020,0.022,1.02
2021,0.021,.85
2022,0.021,.90
1928,0.029,-.20
1929,0.033,-.36
1930,0.04,-.16
1931,0.091,-.09
1932,0.149,-.16
1933,0.175,-.29
1934,0.19,-.12
1935,0.234,-.20
1936,0.212,-.15
1937,0.369,-.03
1938,0.465,.00
1939,0.319,-.02
1940,0.396,.12
1941,0.388,.19
1942,0.33,.07
1943,0.355,.09
1944,0.421,.20
1945,0.524,.09
1946,0.684,-.07
1947,0.831,-.03
1948,0.941,-.11
1949,1.087,-.11
1950,2.56,-.17
1951,2.926,-.07
1952,3.563,.01
1953,4.171,.08
1954,3.584,-.13
1955,3.555,-.14
1956,3.519,-.19
1957,3.054,.05
1958,3.267,.06
1959,3.369,.03
1960,3.636,-.03
1961,3.771,.06
1962,3.075,.03
1963,3.954,.05
1964,4.415,-.20
1965,4.254,-.11
1966,5.46,-.06
1967,5.408,-.02
1968,5.62,-.08
1969,5.817,.05
1970,7.282,.03
1971,8.186,-.08
1972,8.028,.01
1973,9.613,.16
1974,11.099,-.07
1975,11.065,-.01
1976,11.49,-.10
1977,12.625,.18
1978,12.992,.07
1979,15.85,.16
1980,15.818,.26
1981,15.718,.32
1982,16.905,.14
1983,17.627,.31
1984,17.645,.16
1985,17.682,.12
1986,18.684,.18
1987,19.905,.32
1988,20.931,.39
1989,22.661,.27
1990,22.298,.45
1991,23.688,.40
1992,24.737,.22
1993,26.779,.23
1994,28.124,.31
1995,28.75,.44
1996,29.525,.33
1997,29.978,.46
1998,30.881,.61
1999,31.986,.38
2000,33.199,.39
2001,36.806,.53
2002,37.306,.63
2003,36.57,.62
2004,42.226,.53
2005,44.661,.68
2006,46.249,.64
2007,48.913,.66
2008,51.369,.54
2009,50.86,.66
2010,54.365,.73
2011,54.868,.61
2012,56.954,.65
2013,56.606,.68
2014,57.175,.75
2015,58.495,.90
2016,58.457,1.02
2017,61.107,.92
2018,62.309,.85
2019,68.743,.98
2020,64.561,1.02
2021,72.641,.85
2022,68.412,.90
1927,0.044,-.22
1928,0.022,-.20
1929,0.011,-.36
1930,0.011,-.16
1931,0.011,-.09
1932,0.062,-.16
1933,0.051,-.29
1934,0.066,-.12
1935,0.048,-.20
1936,0.051,-.15
1937,0.059,-.03
1938,0.04,.00
1939,0.066,-.02
1940,0.066,.12
1941,0.059,.19
1942,0.029,.07
1943,0.051,.09
1944,0.055,.20
1945,0.047,.09
1946,0.055,-.07
1947,0.058,-.03
1948,0.044,-.11
1949,0.058,-.11
1950,0.901,-.17
1951,0.93,-.07
1952,1.073,.01
1953,1.081,.08
1954,1.143,-.13
1955,1.373,-.14
1956,1.553,-.19
1957,1.769,.05
1958,1.817,.06
1959,1.794,.03
1960,1.882,-.03
1961,2.63,.06
1962,1.985,.03
1963,1.659,.05
1964,2.139,-.20
1965,2.003,-.11
1966,2.124,-.06
1967,1.871,-.02
1968,2.776,-.08
1969,3.238,.05
1970,2.981,.03
1971,3.611,-.08
1972,3.296,.01
1973,3.559,.16
1974,3.146,-.07
1975,2.882,-.01
1976,2.555,-.10
1977,2.706,.18
1978,2.866,.07
1979,2.635,.16
1980,3.198,.26
1981,2.479,.32
1982,2.524,.14
1983,1.954,.31
1984,1.511,.16
1985,1.135,.12
1986,0.977,.18
1987,0.977,.32
1988,1.006,.39
1989,1.035,.27
1990,1.025,.45
1991,0.941,.40
1992,1.027,.22
1993,1.14,.23
1994,1.098,.31
1995,1.131,.44
1996,1.092,.33
1997,1.17,.46
1998,1.112,.61
1999,1.168,.38
2000,1.322,.39
2001,1.554,.53
2002,1.537,.63
2003,1.856,.62
2004,1.864,.53
2005,1.77,.68
2006,1.916,.64
2007,2.189,.66
2008,2.18,.54
2009,2.439,.66
2010,2.635,.73
2011,3.107,.61
2012,3.055,.65
2013,3.582,.68
2014,8.122,.75
2015,6.731,.90
2016,8.547,1.02
2017,6.905,.92
2018,7.01,.85
2019,7.101,.98
2020,6.376,1.02
2021,7.19,.85
2022,8.003,.90
1928,3.158,-.20
1929,3.048,-.36
1930,3.085,-.16
1931,2.935,-.09
1932,2.979,-.16
1933,2.997,-.29
1934,3.063,-.12
1935,3.026,-.20
1936,3.111,-.15
1937,3.217,-.03
1938,3.089,.00
1939,3.232,-.02
1940,3.173,.12
1941,3.184,.19
1942,1.026,.07
1943,0.41,.09
1944,0.308,.20
1945,0.297,.09
1946,0.007,-.07
1947,0.026,-.03
1948,0.154,-.11
1949,0.103,-.11
1950,0.802,-.17
1951,0.916,-.07
1952,1.132,.01
1953,1.304,.08
1954,1.462,-.13
1955,1.421,-.14
1956,1.656,-.19
1957,2.099,.05
1958,2.411,.06
1959,2.777,.03
1960,2.715,-.03
1961,2.59,.06
1962,2.88,.03
1963,2.634,.05
1964,2.857,-.20
1965,2.725,-.11
1966,2.806,-.06
1967,3.616,-.02
1968,2.927,-.08
1969,3.213,.05
1970,4.612,.03
1971,5.099,-.08
1972,4.894,.01
1973,4.107,.16
1974,4.671,-.07
1975,4.583,-.01
1976,4.893,-.10
1977,5.166,.18
1978,5.146,.07
1979,5.086,.16
1980,5.509,.26
1981,5.623,.32
1982,5.58,.14
1983,5.754,.31
1984,6.549,.16
1985,6.676,.12
1986,6.756,.18
1987,4.943,.32
1988,4.087,.39
1989,4.425,.27
1990,4.236,.45
1991,4.137,.40
1992,4.842,.22
1993,5.303,.23
1994,6.174,.31
1995,6.893,.44
1996,7.188,.33
1997,7.42,.46
1998,8.046,.61
1999,8.934,.38
2000,10.219,.39
2001,8.856,.53
2002,9.328,.63
2003,9.997,.62
2004,12.565,.53
2005,11.555,.68
2006,12.813,.64
2007,12.841,.66
2008,9.772,.54
2009,10.207,.66
2010,13.122,.73
2011,15.122,.61
2012,11.819,.65
2013,12.722,.68
2014,15.849,.75
2015,21.887,.90
2016,21.14,1.02
2017,23.63,.92
2018,34.017,.85
2019,33.617,.98
2020,34.61,1.02
2021,35.619,.85
2022,34.922,.90
1990,0.0,.45
1991,1.055,.40
1992,1.15,.22
1993,1.389,.23
1994,1.572,.31
1995,1.619,.44
1996,1.722,.33
1997,1.77,.46
1998,1.817,.61
1999,1.663,.38
2000,1.605,.39
2001,2.012,.53
2002,1.788,.63
2003,1.883,.62
2004,1.971,.53
2005,2.312,.68
2006,2.338,.64
2007,2.264,.66
2008,2.704,.54
2009,2.763,.66
2010,2.84,.73
2011,2.782,.61
2012,3.355,.65
2013,2.568,.68
2014,3.678,.75
2015,3.851,.90
2016,4.051,1.02
2017,4.216,.92
2018,4.155,.85
2019,4.111,.98
2020,3.682,1.02
2021,3.732,.85
2022,3.953,.90
1964,0.029,-.20
1965,0.033,-.11
1966,0.033,-.06
1967,0.048,-.02
1968,0.048,-.08
1969,0.066,.05
1970,0.066,.03
1971,0.088,-.08
1972,0.077,.01
1973,0.084,.16
1974,0.099,-.07
1975,0.103,-.01
1976,0.103,-.10
1977,0.114,.18
1978,0.114,.07
1979,0.114,.16
1980,0.125,.26
1981,0.125,.32
1982,0.125,.14
1983,0.125,.31
1984,0.125,.16
1985,0.125,.12
1986,0.161,.18
1987,0.158,.32
1988,0.158,.39
1989,0.158,.27
1990,0.125,.45
1991,0.125,.40
1992,0.121,.22
1993,0.114,.23
1994,0.11,.31
1995,0.106,.44
1996,0.103,.33
1997,0.103,.46
1998,0.099,.61
1999,0.092,.38
2000,0.084,.39
2001,0.081,.53
2002,0.077,.63
2003,0.066,.62
2004,0.066,.53
2005,0.062,.68
2006,0.044,.64
2007,0.044,.66
2008,0.044,.54
2009,0.04,.66
2010,0.044,.73
2011,0.04,.61
2012,0.044,.65
2013,0.048,.68
2014,0.051,.75
2015,0.055,.90
2016,0.051,1.02
2017,0.055,.92
2018,0.055,.85
2019,0.055,.98
2020,0.051,1.02
2021,0.054,.85
2022,0.053,.90
1950,0.026,-.17
1951,0.029,-.07
1952,0.029,.01
1953,0.037,.08
1954,0.04,-.13
1955,0.044,-.14
1956,0.048,-.19
1957,0.055,.05
1958,0.059,.06
1959,0.066,.03
1960,0.081,-.03
1961,0.081,.06
1962,0.088,.03
1963,0.099,.05
1964,0.15,-.20
1965,0.18,-.11
1966,0.191,-.06
1967,0.213,-.02
1968,0.253,-.08
1969,0.399,.05
1970,0.227,.03
1971,0.198,-.08
1972,0.267,.01
1973,0.421,.16
1974,0.425,-.07
1975,0.352,-.01
1976,0.282,-.10
1977,0.336,.18
1978,0.329,.07
1979,0.512,.16
1980,0.541,.26
1981,0.453,.32
1982,0.442,.14
1983,0.492,.31
1984,0.701,.16
1985,0.676,.12
1986,0.697,.18
1987,0.861,.32
1988,0.976,.39
1989,0.894,.27
1990,0.721,.45
1991,1.026,.40
1992,1.233,.22
1993,1.397,.23
1994,1.619,.31
1995,2.309,.44
1996,2.353,.33
1997,2.641,.46
1998,2.223,.61
1999,3.191,.38
2000,3.037,.39
2001,3.236,.53
2002,2.596,.63
2003,2.81,.62
2004,2.582,.53
2005,2.987,.68
2006,2.456,.64
2007,2.57,.66
2008,3.352,.54
2009,4.129,.66
2010,4.824,.73
2011,5.22,.61
2012,5.47,.65
2013,6.218,.68
2014,7.591,.75
2015,6.905,.90
2016,10.085,1.02
2017,12.43,.92
2018,14.799,.85
2019,13.575,.98
2020,14.902,1.02
2021,15.628,.85
2022,15.5,.90
1880,7.973,-.16
1881,8.028,-.08
1882,8.13,-.11
1883,9.01,-.17
1884,9.017,-.28
1885,9.42,-.33
1886,9.618,-.31
1887,9.787,-.36
1888,10.86,-.17
1889,10.611,-.11
1890,10.285,-.35
1891,11.908,-.23
1892,11.322,-.28
1893,11.461,-.31
1894,11.619,-.30
1895,11.626,-.23
1896,12.494,-.12
1897,13.102,-.11
1898,12.934,-.28
1899,13.278,-.18
1900,14.634,-.09
1901,14.312,-.16
1902,14.301,-.28
1903,15.297,-.37
1904,16.166,-.48
1905,16.594,-.27
1906,18.056,-.23
1907,18.576,-.39
1908,18.921,-.43
1909,19.918,-.49
1910,20.834,-.44
1911,22.079,-.45
1912,24.923,-.37
1913,27.55,-.35
1914,25.824,-.16
1915,24.534,-.14
1916,22.398,-.36
1917,8.654,-.46
1918,14.528,-.30
1919,21.98,-.28
1920,22.171,-.28
1921,23.233,-.19
1922,27.271,-.28
1923,27.198,-.27
1924,30.594,-.27
1925,33.592,-.22
1926,34.328,-.11
1927,37.966,-.22
1928,38.007,-.20
1929,41.267,-.36
1930,40.779,-.16
1931,44.956,-.09
1932,41.417,-.16
1933,38.569,-.29
1934,38.628,-.12
1935,37.265,-.20
1936,39.892,-.15
1937,43.999,-.03
1938,43.307,.00
1939,40.701,-.02
1940,33.438,.12
1941,37.125,.19
1942,34.594,.07
1943,34.927,.09
1944,23.335,.20
1945,14.651,.09
1946,31.102,-.07
1947,44.603,-.03
1948,47.263,-.11
1949,50.499,-.11
1950,51.286,-.17
1951,54.968,-.07
1952,54.715,.01
1953,55.264,.08
1954,58.393,-.13
1955,60.986,-.14
1956,65.079,-.19
1957,64.408,.05
1958,66.69,.06
1959,67.118,.03
1960,73.438,-.03
1961,75.819,.06
1962,83.282,.03
1963,91.145,.05
1964,96.777,-.20
1965,100.404,-.11
1966,103.558,-.06
1967,106.682,-.02
1968,113.446,-.08
1969,115.802,.05
1970,141.803,.03
1971,140.666,-.08
1972,157.495,.01
1973,165.26,.16
1974,159.985,-.07
1975,152.525,-.01
1976,169.131,-.10
1977,163.606,.18
1978,169.793,.07
1979,187.007,.16
1980,176.632,.26
1981,164.11,.32
1982,133.487,.14
1983,137.357,.31
1984,144.073,.16
1985,146.98,.12
1986,144.014,.18
1987,151.48,.32
1988,145.603,.39
1989,161.664,.27
1990,162.665,.45
1991,171.111,.40
1992,170.918,.22
1993,170.863,.23
1994,171.648,.31
1995,173.201,.44
1996,182.297,.33
1997,175.285,.46
1998,176.238,.61
1999,170.854,.38
2000,172.016,.39
2001,177.146,.53
2002,176.466,.63
2003,179.897,.62
2004,181.78,.53
2005,177.859,.68
2006,172.991,.64
2007,172.747,.66
2008,175.711,.54
2009,170.336,.66
2010,182.359,.73
2011,169.124,.61
2012,165.482,.65
2013,164.874,.68
2014,157.468,.75
2015,163.802,.90
2016,164.691,1.02
2017,162.203,.92
2018,158.134,.85
2019,152.509,.98
2020,136.685,1.02
2021,139.907,.85
2022,125.358,.90
1950,0.22,-.17
1951,0.282,-.07
1952,0.473,.01
1953,0.399,.08
1954,0.52,-.13
1955,0.7,-.14
1956,1.165,-.19
1957,1.066,.05
1958,0.74,.06
1959,0.59,.03
1960,0.861,-.03
1961,0.887,.06
1962,0.564,.03
1963,0.619,.05
1964,1.099,-.20
1965,1.231,-.11
1966,1.51,-.06
1967,1.473,-.02
1968,1.839,-.08
1969,1.557,.05
1970,2.393,.03
